Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 1, re_wr = 0, rst_n = 1, data = 150,  full = 0, empty = 1, data_out = 149              168651
Clk = 0, re_wr = 0, rst_n = 1, data = 151,  full = 0, empty = 1, data_out = 149              168700
Clk = 1, re_wr = 0, rst_n = 1, data = 151,  full = 0, empty = 1, data_out = 149              168750
Clk = 1, re_wr = 0, rst_n = 1, data = 151,  full = 0, empty = 1, data_out = 150              168751
Clk = 0, re_wr = 0, rst_n = 1, data = 152,  full = 0, empty = 1, data_out = 150              168800
Clk = 1, re_wr = 0, rst_n = 1, data = 152,  full = 0, empty = 1, data_out = 150              168850
Clk = 1, re_wr = 0, rst_n = 1, data = 152,  full = 0, empty = 1, data_out = 151              168851
Clk = 0, re_wr = 0, rst_n = 1, data = 153,  full = 0, empty = 1, data_out = 151              168900
Clk = 1, re_wr = 0, rst_n = 1, data = 153,  full = 0, empty = 1, data_out = 151              168950
Clk = 1, re_wr = 0, rst_n = 1, data = 153,  full = 0, empty = 1, data_out = 152              168951
Clk = 0, re_wr = 0, rst_n = 1, data = 154,  full = 0, empty = 1, data_out = 152              169000
Clk = 1, re_wr = 0, rst_n = 1, data = 154,  full = 0, empty = 1, data_out = 152              169050
Clk = 1, re_wr = 0, rst_n = 1, data = 154,  full = 0, empty = 1, data_out = 153              169051
Clk = 0, re_wr = 0, rst_n = 1, data = 155,  full = 0, empty = 1, data_out = 153              169100
Clk = 1, re_wr = 0, rst_n = 1, data = 155,  full = 0, empty = 1, data_out = 153              169150
Clk = 1, re_wr = 0, rst_n = 1, data = 155,  full = 0, empty = 1, data_out = 154              169151
Clk = 0, re_wr = 0, rst_n = 1, data = 156,  full = 0, empty = 1, data_out = 154              169200
Clk = 1, re_wr = 0, rst_n = 1, data = 156,  full = 0, empty = 1, data_out = 154              169250
Clk = 1, re_wr = 0, rst_n = 1, data = 156,  full = 0, empty = 1, data_out = 155              169251
Clk = 0, re_wr = 0, rst_n = 1, data = 157,  full = 0, empty = 1, data_out = 155              169300
Clk = 1, re_wr = 0, rst_n = 1, data = 157,  full = 0, empty = 1, data_out = 155              169350
Clk = 1, re_wr = 0, rst_n = 1, data = 157,  full = 0, empty = 1, data_out = 156              169351
Clk = 0, re_wr = 0, rst_n = 1, data = 158,  full = 0, empty = 1, data_out = 156              169400
Clk = 1, re_wr = 0, rst_n = 1, data = 158,  full = 0, empty = 1, data_out = 156              169450
Clk = 1, re_wr = 0, rst_n = 1, data = 158,  full = 0, empty = 1, data_out = 157              169451
Clk = 0, re_wr = 0, rst_n = 1, data = 159,  full = 0, empty = 1, data_out = 157              169500
Clk = 1, re_wr = 0, rst_n = 1, data = 159,  full = 0, empty = 1, data_out = 157              169550
Clk = 1, re_wr = 0, rst_n = 1, data = 159,  full = 0, empty = 1, data_out = 158              169551
Clk = 0, re_wr = 0, rst_n = 1, data = 160,  full = 0, empty = 1, data_out = 158              169600
Clk = 1, re_wr = 0, rst_n = 1, data = 160,  full = 0, empty = 1, data_out = 158              169650
Clk = 1, re_wr = 0, rst_n = 1, data = 160,  full = 0, empty = 1, data_out = 159              169651
Clk = 0, re_wr = 0, rst_n = 1, data = 161,  full = 0, empty = 1, data_out = 159              169700
Clk = 1, re_wr = 0, rst_n = 1, data = 161,  full = 0, empty = 1, data_out = 159              169750
Clk = 1, re_wr = 0, rst_n = 1, data = 161,  full = 0, empty = 1, data_out = 160              169751
Clk = 0, re_wr = 0, rst_n = 1, data = 162,  full = 0, empty = 1, data_out = 160              169800
Clk = 1, re_wr = 0, rst_n = 1, data = 162,  full = 0, empty = 1, data_out = 160              169850
Clk = 1, re_wr = 0, rst_n = 1, data = 162,  full = 0, empty = 1, data_out = 161              169851
Clk = 0, re_wr = 0, rst_n = 1, data = 163,  full = 0, empty = 1, data_out = 161              169900
Clk = 1, re_wr = 0, rst_n = 1, data = 163,  full = 0, empty = 1, data_out = 161              169950
Clk = 1, re_wr = 0, rst_n = 1, data = 163,  full = 0, empty = 1, data_out = 162              169951
Clk = 0, re_wr = 0, rst_n = 1, data = 164,  full = 0, empty = 1, data_out = 162              170000
Clk = 1, re_wr = 0, rst_n = 1, data = 164,  full = 0, empty = 1, data_out = 162              170050
Clk = 1, re_wr = 0, rst_n = 1, data = 164,  full = 0, empty = 1, data_out = 163              170051
Clk = 0, re_wr = 0, rst_n = 1, data = 165,  full = 0, empty = 1, data_out = 163              170100
Clk = 1, re_wr = 0, rst_n = 1, data = 165,  full = 0, empty = 1, data_out = 163              170150
Clk = 1, re_wr = 0, rst_n = 1, data = 165,  full = 0, empty = 1, data_out = 164              170151
Clk = 0, re_wr = 0, rst_n = 1, data = 166,  full = 0, empty = 1, data_out = 164              170200
Clk = 1, re_wr = 0, rst_n = 1, data = 166,  full = 0, empty = 1, data_out = 164              170250
Clk = 1, re_wr = 0, rst_n = 1, data = 166,  full = 0, empty = 1, data_out = 165              170251
Clk = 0, re_wr = 0, rst_n = 1, data = 167,  full = 0, empty = 1, data_out = 165              170300
Clk = 1, re_wr = 0, rst_n = 1, data = 167,  full = 0, empty = 1, data_out = 165              170350
Clk = 1, re_wr = 0, rst_n = 1, data = 167,  full = 0, empty = 1, data_out = 166              170351
Clk = 0, re_wr = 0, rst_n = 1, data = 168,  full = 0, empty = 1, data_out = 166              170400
Clk = 1, re_wr = 0, rst_n = 1, data = 168,  full = 0, empty = 1, data_out = 166              170450
Clk = 1, re_wr = 0, rst_n = 1, data = 168,  full = 0, empty = 1, data_out = 167              170451
Clk = 0, re_wr = 0, rst_n = 1, data = 169,  full = 0, empty = 1, data_out = 167              170500
Clk = 1, re_wr = 0, rst_n = 1, data = 169,  full = 0, empty = 1, data_out = 167              170550
Clk = 1, re_wr = 0, rst_n = 1, data = 169,  full = 0, empty = 1, data_out = 168              170551
Clk = 0, re_wr = 0, rst_n = 1, data = 170,  full = 0, empty = 1, data_out = 168              170600
Clk = 1, re_wr = 0, rst_n = 1, data = 170,  full = 0, empty = 1, data_out = 168              170650
Clk = 1, re_wr = 0, rst_n = 1, data = 170,  full = 0, empty = 1, data_out = 169              170651
Clk = 0, re_wr = 0, rst_n = 1, data = 171,  full = 0, empty = 1, data_out = 169              170700
Clk = 1, re_wr = 0, rst_n = 1, data = 171,  full = 0, empty = 1, data_out = 169              170750
Clk = 1, re_wr = 0, rst_n = 1, data = 171,  full = 0, empty = 1, data_out = 170              170751
Clk = 0, re_wr = 0, rst_n = 1, data = 172,  full = 0, empty = 1, data_out = 170              170800
Clk = 1, re_wr = 0, rst_n = 1, data = 172,  full = 0, empty = 1, data_out = 170              170850
Clk = 1, re_wr = 0, rst_n = 1, data = 172,  full = 0, empty = 1, data_out = 171              170851
Clk = 0, re_wr = 0, rst_n = 1, data = 173,  full = 0, empty = 1, data_out = 171              170900
Clk = 1, re_wr = 0, rst_n = 1, data = 173,  full = 0, empty = 1, data_out = 171              170950
Clk = 1, re_wr = 0, rst_n = 1, data = 173,  full = 0, empty = 1, data_out = 172              170951
Clk = 0, re_wr = 0, rst_n = 1, data = 174,  full = 0, empty = 1, data_out = 172              171000
Clk = 1, re_wr = 0, rst_n = 1, data = 174,  full = 0, empty = 1, data_out = 172              171050
Clk = 1, re_wr = 0, rst_n = 1, data = 174,  full = 0, empty = 1, data_out = 173              171051
Clk = 0, re_wr = 0, rst_n = 1, data = 175,  full = 0, empty = 1, data_out = 173              171100
Clk = 1, re_wr = 0, rst_n = 1, data = 175,  full = 0, empty = 1, data_out = 173              171150
Clk = 1, re_wr = 0, rst_n = 1, data = 175,  full = 0, empty = 1, data_out = 174              171151
Clk = 0, re_wr = 0, rst_n = 1, data = 176,  full = 0, empty = 1, data_out = 174              171200
Clk = 1, re_wr = 0, rst_n = 1, data = 176,  full = 0, empty = 1, data_out = 174              171250
Clk = 1, re_wr = 0, rst_n = 1, data = 176,  full = 0, empty = 1, data_out = 175              171251
Clk = 0, re_wr = 0, rst_n = 1, data = 177,  full = 0, empty = 1, data_out = 175              171300
Clk = 1, re_wr = 0, rst_n = 1, data = 177,  full = 0, empty = 1, data_out = 175              171350
Clk = 1, re_wr = 0, rst_n = 1, data = 177,  full = 0, empty = 1, data_out = 176              171351
Clk = 0, re_wr = 0, rst_n = 1, data = 178,  full = 0, empty = 1, data_out = 176              171400
Clk = 1, re_wr = 0, rst_n = 1, data = 178,  full = 0, empty = 1, data_out = 176              171450
Clk = 1, re_wr = 0, rst_n = 1, data = 178,  full = 0, empty = 1, data_out = 177              171451
Clk = 0, re_wr = 0, rst_n = 1, data = 179,  full = 0, empty = 1, data_out = 177              171500
Clk = 1, re_wr = 0, rst_n = 1, data = 179,  full = 0, empty = 1, data_out = 177              171550
Clk = 1, re_wr = 0, rst_n = 1, data = 179,  full = 0, empty = 1, data_out = 178              171551
Clk = 0, re_wr = 0, rst_n = 1, data = 180,  full = 0, empty = 1, data_out = 178              171600
Clk = 1, re_wr = 0, rst_n = 1, data = 180,  full = 0, empty = 1, data_out = 178              171650
Clk = 1, re_wr = 0, rst_n = 1, data = 180,  full = 0, empty = 1, data_out = 179              171651
Clk = 0, re_wr = 0, rst_n = 1, data = 181,  full = 0, empty = 1, data_out = 179              171700
Clk = 1, re_wr = 0, rst_n = 1, data = 181,  full = 0, empty = 1, data_out = 179              171750
Clk = 1, re_wr = 0, rst_n = 1, data = 181,  full = 0, empty = 1, data_out = 180              171751
Clk = 0, re_wr = 0, rst_n = 1, data = 182,  full = 0, empty = 1, data_out = 180              171800
Clk = 1, re_wr = 0, rst_n = 1, data = 182,  full = 0, empty = 1, data_out = 180              171850
Clk = 1, re_wr = 0, rst_n = 1, data = 182,  full = 0, empty = 1, data_out = 181              171851
Clk = 0, re_wr = 0, rst_n = 1, data = 183,  full = 0, empty = 1, data_out = 181              171900
Clk = 1, re_wr = 0, rst_n = 1, data = 183,  full = 0, empty = 1, data_out = 181              171950
Clk = 1, re_wr = 0, rst_n = 1, data = 183,  full = 0, empty = 1, data_out = 182              171951
Clk = 0, re_wr = 0, rst_n = 1, data = 184,  full = 0, empty = 1, data_out = 182              172000
Clk = 1, re_wr = 0, rst_n = 1, data = 184,  full = 0, empty = 1, data_out = 182              172050
Clk = 1, re_wr = 0, rst_n = 1, data = 184,  full = 0, empty = 1, data_out = 183              172051
Clk = 0, re_wr = 0, rst_n = 1, data = 185,  full = 0, empty = 1, data_out = 183              172100
Clk = 1, re_wr = 0, rst_n = 1, data = 185,  full = 0, empty = 1, data_out = 183              172150
Clk = 1, re_wr = 0, rst_n = 1, data = 185,  full = 0, empty = 1, data_out = 184              172151
Clk = 0, re_wr = 0, rst_n = 1, data = 186,  full = 0, empty = 1, data_out = 184              172200
Clk = 1, re_wr = 0, rst_n = 1, data = 186,  full = 0, empty = 1, data_out = 184              172250
Clk = 1, re_wr = 0, rst_n = 1, data = 186,  full = 0, empty = 1, data_out = 185              172251
Clk = 0, re_wr = 0, rst_n = 1, data = 187,  full = 0, empty = 1, data_out = 185              172300
Clk = 1, re_wr = 0, rst_n = 1, data = 187,  full = 0, empty = 1, data_out = 185              172350
Clk = 1, re_wr = 0, rst_n = 1, data = 187,  full = 0, empty = 1, data_out = 186              172351
Clk = 0, re_wr = 0, rst_n = 1, data = 188,  full = 0, empty = 1, data_out = 186              172400
Clk = 1, re_wr = 0, rst_n = 1, data = 188,  full = 0, empty = 1, data_out = 186              172450
Clk = 1, re_wr = 0, rst_n = 1, data = 188,  full = 0, empty = 1, data_out = 187              172451
Clk = 0, re_wr = 0, rst_n = 1, data = 189,  full = 0, empty = 1, data_out = 187              172500
Clk = 1, re_wr = 0, rst_n = 1, data = 189,  full = 0, empty = 1, data_out = 187              172550
Clk = 1, re_wr = 0, rst_n = 1, data = 189,  full = 0, empty = 1, data_out = 188              172551
Clk = 0, re_wr = 0, rst_n = 1, data = 190,  full = 0, empty = 1, data_out = 188              172600
Clk = 1, re_wr = 0, rst_n = 1, data = 190,  full = 0, empty = 1, data_out = 188              172650
Clk = 1, re_wr = 0, rst_n = 1, data = 190,  full = 0, empty = 1, data_out = 189              172651
Clk = 0, re_wr = 0, rst_n = 1, data = 191,  full = 0, empty = 1, data_out = 189              172700
Clk = 1, re_wr = 0, rst_n = 1, data = 191,  full = 0, empty = 1, data_out = 189              172750
Clk = 1, re_wr = 0, rst_n = 1, data = 191,  full = 0, empty = 1, data_out = 190              172751
Clk = 0, re_wr = 0, rst_n = 1, data = 192,  full = 0, empty = 1, data_out = 190              172800
Clk = 1, re_wr = 0, rst_n = 1, data = 192,  full = 0, empty = 1, data_out = 190              172850
Clk = 1, re_wr = 0, rst_n = 1, data = 192,  full = 0, empty = 1, data_out = 191              172851
Clk = 0, re_wr = 0, rst_n = 1, data = 193,  full = 0, empty = 1, data_out = 191              172900
Clk = 1, re_wr = 0, rst_n = 1, data = 193,  full = 0, empty = 1, data_out = 191              172950
Clk = 1, re_wr = 0, rst_n = 1, data = 193,  full = 0, empty = 1, data_out = 192              172951
Clk = 0, re_wr = 0, rst_n = 1, data = 194,  full = 0, empty = 1, data_out = 192              173000
Clk = 1, re_wr = 0, rst_n = 1, data = 194,  full = 0, empty = 1, data_out = 192              173050
Clk = 1, re_wr = 0, rst_n = 1, data = 194,  full = 0, empty = 1, data_out = 193              173051
Clk = 0, re_wr = 0, rst_n = 1, data = 195,  full = 0, empty = 1, data_out = 193              173100
Clk = 1, re_wr = 0, rst_n = 1, data = 195,  full = 0, empty = 1, data_out = 193              173150
Clk = 1, re_wr = 0, rst_n = 1, data = 195,  full = 0, empty = 1, data_out = 194              173151
Clk = 0, re_wr = 0, rst_n = 1, data = 196,  full = 0, empty = 1, data_out = 194              173200
Clk = 1, re_wr = 0, rst_n = 1, data = 196,  full = 0, empty = 1, data_out = 194              173250
Clk = 1, re_wr = 0, rst_n = 1, data = 196,  full = 0, empty = 1, data_out = 195              173251
Clk = 0, re_wr = 0, rst_n = 1, data = 197,  full = 0, empty = 1, data_out = 195              173300
Clk = 1, re_wr = 0, rst_n = 1, data = 197,  full = 0, empty = 1, data_out = 195              173350
Clk = 1, re_wr = 0, rst_n = 1, data = 197,  full = 0, empty = 1, data_out = 196              173351
Clk = 0, re_wr = 0, rst_n = 1, data = 198,  full = 0, empty = 1, data_out = 196              173400
Clk = 1, re_wr = 0, rst_n = 1, data = 198,  full = 0, empty = 1, data_out = 196              173450
Clk = 1, re_wr = 0, rst_n = 1, data = 198,  full = 0, empty = 1, data_out = 197              173451
Clk = 0, re_wr = 0, rst_n = 1, data = 199,  full = 0, empty = 1, data_out = 197              173500
Clk = 1, re_wr = 0, rst_n = 1, data = 199,  full = 0, empty = 1, data_out = 197              173550
Clk = 1, re_wr = 0, rst_n = 1, data = 199,  full = 0, empty = 1, data_out = 198              173551
Clk = 0, re_wr = 0, rst_n = 1, data = 200,  full = 0, empty = 1, data_out = 198              173600
Clk = 1, re_wr = 0, rst_n = 1, data = 200,  full = 0, empty = 1, data_out = 198              173650
Clk = 1, re_wr = 0, rst_n = 1, data = 200,  full = 0, empty = 1, data_out = 199              173651
Clk = 0, re_wr = 0, rst_n = 1, data = 201,  full = 0, empty = 1, data_out = 199              173700
Clk = 1, re_wr = 0, rst_n = 1, data = 201,  full = 0, empty = 1, data_out = 199              173750
Clk = 1, re_wr = 0, rst_n = 1, data = 201,  full = 0, empty = 1, data_out = 200              173751
Clk = 0, re_wr = 0, rst_n = 1, data = 202,  full = 0, empty = 1, data_out = 200              173800
Clk = 1, re_wr = 0, rst_n = 1, data = 202,  full = 0, empty = 1, data_out = 200              173850
Clk = 1, re_wr = 0, rst_n = 1, data = 202,  full = 0, empty = 1, data_out = 201              173851
Clk = 0, re_wr = 0, rst_n = 1, data = 203,  full = 0, empty = 1, data_out = 201              173900
Clk = 1, re_wr = 0, rst_n = 1, data = 203,  full = 0, empty = 1, data_out = 201              173950
Clk = 1, re_wr = 0, rst_n = 1, data = 203,  full = 0, empty = 1, data_out = 202              173951
Clk = 0, re_wr = 0, rst_n = 1, data = 204,  full = 0, empty = 1, data_out = 202              174000
Clk = 1, re_wr = 0, rst_n = 1, data = 204,  full = 0, empty = 1, data_out = 202              174050
Clk = 1, re_wr = 0, rst_n = 1, data = 204,  full = 0, empty = 1, data_out = 203              174051
Clk = 0, re_wr = 0, rst_n = 1, data = 205,  full = 0, empty = 1, data_out = 203              174100
Clk = 1, re_wr = 0, rst_n = 1, data = 205,  full = 0, empty = 1, data_out = 203              174150
Clk = 1, re_wr = 0, rst_n = 1, data = 205,  full = 0, empty = 1, data_out = 204              174151
Clk = 0, re_wr = 0, rst_n = 1, data = 206,  full = 0, empty = 1, data_out = 204              174200
Clk = 1, re_wr = 0, rst_n = 1, data = 206,  full = 0, empty = 1, data_out = 204              174250
Clk = 1, re_wr = 0, rst_n = 1, data = 206,  full = 0, empty = 1, data_out = 205              174251
Clk = 0, re_wr = 0, rst_n = 1, data = 207,  full = 0, empty = 1, data_out = 205              174300
Clk = 1, re_wr = 0, rst_n = 1, data = 207,  full = 0, empty = 1, data_out = 205              174350
Clk = 1, re_wr = 0, rst_n = 1, data = 207,  full = 0, empty = 1, data_out = 206              174351
Clk = 0, re_wr = 0, rst_n = 1, data = 208,  full = 0, empty = 1, data_out = 206              174400
Clk = 1, re_wr = 0, rst_n = 1, data = 208,  full = 0, empty = 1, data_out = 206              174450
Clk = 1, re_wr = 0, rst_n = 1, data = 208,  full = 0, empty = 1, data_out = 207              174451
